Unnamed: 0.1,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local address,rating_category
204,Al Khwaja,Casual Dining,3.0,13,400.0,no,no,"North Indian, Chinese",Bellandur,Bellandur,Good
205,Al Madhina Roll House,Quick Bites,3.4,6,300.0,no,no,"North Indian, Chinese",Kammanahalli,Kalyan Nagar,Good
206,Al Madina Family Restaurant,Quick Bites,2.8,40,500.0,no,no,"North Indian, South Indian, Arabian",Basavanagudi,City Market,Average
207,Al Madina Roll House,Quick Bites,3.6,16,150.0,yes,no,Biryani,Kalyan Nagar,Kalyan Nagar,Good
208,Al Manar,Quick Bites,2.8,40,400.0,no,no,"South Indian, North Indian, Chinese",Koramangala 7Th Block,Wilson Garden,Average
209,Al Noor,Quick Bites,3.7,21,350.0,no,no,"North Indian, Chinese, Arabian, Rolls",Brigade Road,Shivajinagar,Good
210,Al Sadique,Quick Bites,3.9,185,450.0,yes,no,"North Indian, Mughlai, Chinese, Rolls",Rajajinagar,Magadi Road,Good
211,Al Sadique Restaurant,Quick Bites,3.4,32,350.0,no,no,"Mughlai, North Indian, Street Food",Mg Road,Frazer Town,Good
212,Al Swaad Take Away,Quick Bites,3.1,12,350.0,yes,no,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,Good
213,Al Taj Fast Food,Quick Bites,3.2,4,600.0,yes,no,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,Good
214,Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,yes,no,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,Good
215,Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,yes,no,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,Good
216,Alankar Restaurant,Casual Dining,2.8,40,800.0,no,no,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,Average
217,Alankrutha,Casual Dining,3.8,260,500.0,yes,no,"Andhra, Biryani, North Indian, Chinese",Koramangala 5Th Block,Btm,Good
218,Alba - Jw Marriott Bengaluru,Fine Dining,4.4,561,4000.0,no,yes,Italian,Church Street,Lavelle Road,Very Good
219,Al-Badia Restaurant,Casual Dining,4.2,89,700.0,no,no,Arabian,Kalyan Nagar,Kammanahalli,Very Good
220,Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,yes,no,"Kebab, Biryani",Malleshwaram,Yeshwantpur,Good
221,Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,yes,no,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,Good
222,Al-Bek,Casual Dining,3.9,682,650.0,yes,no,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Good
223,Albert Bakery,Bakery,4.3,346,150.0,no,no,"Bakery, Fast Food",Frazer Town,Frazer Town,Very Good
224,Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,no,yes,Modern Indian,Brigade Road,Residency Road,Very Good
225,Alchemy Coffee Roasters,Cafe,4.2,704,500.0,no,no,Cafe,Basavanagudi,Jayanagar,Very Good
226,Alfa Family Restaurant,Casual Dining,3.0,27,400.0,no,no,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,Good
227,Alfresco By Bene -Sheraton Grand Bangalore Hotel At...,"Bar, Casual Dining",3.7,77,2000.0,no,yes,Continental,Malleshwaram,Malleshwaram,Good
228,Al-Hyatt,Quick Bites,3.5,40,300.0,no,no,"Biryani, Chinese",Koramangala 6Th Block,Ejipura,Good
229,Ali Snacks Point,Quick Bites,3.4,5,150.0,yes,no,"Chinese, Momos",Malleshwaram,Malleshwaram,Good
230,Alibaba Cafe And Restaurant,Casual Dining,2.9,55,700.0,no,no,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,Average
231,Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,no,no,"North Indian, Continental, Chinese",Brigade Road,Church Street,Average
232,Aliensip,Beverage Shop,3.6,11,200.0,yes,no,Juices,Bannerghatta Road,Btm,Good
233,Alif Restaurant,Casual Dining,3.6,26,600.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,Good
234,Aligarh House,Delivery,4.4,98,400.0,yes,no,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,Very Good
235,Alikemom,"Takeaway, Delivery",2.8,40,300.0,yes,no,North Indian,Electronic City,Electronic City,Average
236,All Aromas,Quick Bites,2.8,40,400.0,yes,no,"North Indian, Biryani",Basavanagudi,Jayanagar,Average
237,All Saints Bakery,Bakery,3.6,23,200.0,no,no,Bakery,Brigade Road,Brigade Road,Good
238,All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,yes,no,"Desserts, Beverages",Brookefield,Marathahalli,Good
239,All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,yes,no,"Desserts, Beverages",Malleshwaram,Rajajinagar,Good
240,Allahabadi Tadaka,Casual Dining,2.9,46,250.0,no,no,North Indian,Indiranagar,Domlur,Average
241,Allana Kabab,Quick Bites,3.3,4,200.0,no,no,North Indian,Church Street,Richmond Road,Good
242,Alloro - The Oterra,Fine Dining,4.0,63,2500.0,no,yes,Italian,Electronic City,Electronic City,Very Good
243,Al-Madina,"Takeaway, Delivery",3.3,8,500.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
244,Al-Madina Restaurant,Casual Dining,3.4,22,400.0,no,no,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,Good
245,Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,yes,no,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,Btm,Average
246,Al-Noor Restaurant,Quick Bites,2.8,40,400.0,yes,no,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,Average
247,Alpha - House Of Biryani & Tandoor,Casual Dining,3.3,387,800.0,yes,no,"Biryani, North Indian, Chinese",Brookefield,Whitefield,Good
248,Al-Sidique,Quick Bites,4.0,314,400.0,yes,no,"North Indian, Chinese",Rajajinagar,Vijay Nagar,Very Good
249,Alt,"Bar, Lounge",4.1,821,1900.0,no,yes,Finger Food,Whitefield,Whitefield,Very Good
250,Altaf'S Chillies Restaurant,Casual Dining,3.8,229,500.0,yes,no,"North Indian, Chinese",Frazer Town,Frazer Town,Good
251,Altaj Restaurant,Casual Dining,3.3,6,700.0,no,no,"North Indian, Chinese",Malleshwaram,Rajajinagar,Good
252,Al-Taj Restaurant,Casual Dining,3.3,10,600.0,yes,no,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,Good
253,Alter Ego D'Deli,Cafe,3.8,140,650.0,yes,no,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,Good
254,Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,no,yes,"Italian, Salad",Brookefield,Whitefield,Very Good
255,Am Wow,Beverage Shop,3.4,6,100.0,yes,no,Beverages,Banashankari,Jayanagar,Good
256,Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,no,no,Desserts,Brookefield,Whitefield,Average
257,Amande Patisserie,Bakery,4.0,73,300.0,yes,no,"Bakery, French, Desserts",Banashankari,Basavanagudi,Very Good
258,Amanthrana Gardenia,Casual Dining,3.8,107,800.0,yes,no,"North Indian, Andhra, Bbq, Seafood, Chinese",Brookefield,Brookefield,Good
259,Amantrana,Casual Dining,3.2,15,800.0,no,no,"North Indian, South Indian",Rajajinagar,Magadi Road,Good
260,Amar Kolkata,Quick Bites,3.2,4,300.0,no,no,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road,Good
261,Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,no,no,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,Good
262,Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,no,no,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Good
263,Amaravathi Mess,Quick Bites,3.6,108,400.0,yes,no,"Andhra, Biryani",Electronic City,Electronic City,Good
264,Amaravati,Quick Bites,3.6,39,400.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
265,Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,yes,no,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,Good
266,Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,yes,no,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield,Good
267,Amaravati Food Court,Quick Bites,3.3,7,300.0,yes,no,Kerala,Whitefield,Whitefield,Good
268,Amaravati Grand,Casual Dining,3.3,7,550.0,no,no,"Chinese, Andhra, Mangalorean",Jayanagar,Btm,Good
269,Amazing Blue Pub,Pub,3.4,10,900.0,no,no,Finger Food,Malleshwaram,Seshadripuram,Good
270,Ambara Gardenia,Casual Dining,3.8,256,800.0,yes,yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Good
271,Ambarsaria,Casual Dining,2.7,57,800.0,no,no,North Indian,New Bel Road,New Bel Road,Average
272,Amber Rush By The Pool,"Bar, Casual Dining",3.9,140,1500.0,no,no,"North Indian, Chinese, Continental",Brookefield,Marathahalli,Good
273,Amber Rush Restobar,Pub,4.1,93,1000.0,no,yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road,Very Good
274,Ambika Biryani Corner,Quick Bites,3.5,37,300.0,no,no,Biryani,Rajajinagar,Rajajinagar,Good
275,Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,no,no,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Good
276,Ambujam'S Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,yes,no,"South Indian, Chettinad",Kammanahalli,Banaswadi,Good
277,Ambur Azad Darbar,Quick Bites,3.1,6,250.0,no,no,"North Indian, Fast Food, Biryani",Jayanagar,Btm,Good
278,Ambur Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Indiranagar,Old Airport Road,Good
279,Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,no,no,Biryani,Sarjapur Road,Bellandur,Good
280,Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,yes,no,"Biryani, South Indian, North Indian",Electronic City,Electronic City,Good
281,Ambur Biriyani Point,Quick Bites,3.6,26,150.0,no,no,Biryani,"Byresandra,Tavarekere,Madiwala",Btm,Good
282,Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,no,no,"Biryani, Kebab",Kammanahalli,Kammanahalli,Good
283,Ambur Biryani,Quick Bites,3.2,5,450.0,no,no,"South Indian, Fast Food",Hsr,Hsr,Good
284,Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,no,no,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
285,Ambur Biryani Mess,Mess,3.4,18,250.0,no,no,Biryani,Koramangala 4Th Block,Koramangala 6Th Block,Good
286,Ambur Biryani Point,Quick Bites,3.3,8,150.0,no,no,Biryani,Bellandur,Sarjapur Road,Good
287,Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,no,no,Biryani,Hsr,Hsr,Good
288,Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,yes,no,Biryani,Malleshwaram,Yeshwantpur,Good
289,Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,no,no,Biryani,Banashankari,Basavanagudi,Average
290,Ambur Dum Biryani,Quick Bites,2.8,40,300.0,no,no,"Biryani, Fast Food",Electronic City,Electronic City,Average
291,Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,no,no,Biryani,Old Airport Road,Jeevan Bhima Nagar,Good
292,Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,no,no,Biryani,Marathahalli,Thippasandra,Good
293,Ambur Star Biryani,Quick Bites,3.5,22,200.0,no,no,Biryani,Bellandur,Sarjapur Road,Good
294,Ambur Star Briyani,Casual Dining,3.6,17,500.0,yes,no,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar,Good
295,Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Residency Road,Wilson Garden,Good
296,Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,no,no,Biryani,Bellandur,Sarjapur Road,Average
297,Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,no,no,Biryani,Hsr,Hsr,Good
298,Amchoor,Quick Bites,3.8,38,250.0,yes,no,"North Indian, Beverages",Marathahalli,Marathahalli,Good
299,Amdo'S Corner Tibetan Foods,Quick Bites,4.0,47,250.0,no,no,"Tibetan, Momos",Brigade Road,Richmond Road,Very Good
300,American Bites,Quick Bites,2.4,48,450.0,yes,no,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar,Average
301,American Desserts,"Takeaway, Delivery",3.6,23,500.0,yes,no,"Desserts, Bakery",Kalyan Nagar,Banaswadi,Good
302,Amexicano,Food Truck,3.8,31,400.0,no,no,"American, Mexican",Indiranagar,East Bangalore,Good
303,Amigos Kitchen,Quick Bites,3.7,64,400.0,yes,no,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi,Good
304,Amjad Bhai'S Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,no,no,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm,Average
305,Ammachide Addukala,Quick Bites,3.5,6,300.0,no,no,Kerala,Bannerghatta Road,Bannerghatta Road,Good
306,Amma'S Biryani & Rice,Quick Bites,2.8,40,300.0,yes,no,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli,Average
307,Amma'S Cafe,Quick Bites,3.2,6,300.0,no,no,Fast Food,Hsr,Hsr,Good
308,Amma'S Pastries,Bakery,3.9,130,400.0,no,no,Bakery,Kalyan Nagar,Hbr Layout,Good
309,Amma'S Special,Quick Bites,3.5,40,400.0,no,no,South Indian,Koramangala 6Th Block,Koramangala 1St Block,Good
310,Ammayi Thakkaram,Quick Bites,3.5,40,400.0,no,no,"Kerala, South Indian",Koramangala 6Th Block,Btm,Good
311,Ammi'S Biryani,Casual Dining,2.7,171,500.0,yes,no,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar,Average
312,Ammus Hot N Cool,Quick Bites,3.4,84,300.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
313,Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,no,no,"North Indian, Chinese, Continental",Brigade Road,Residency Road,Good
314,Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,yes,yes,"Continental, Chinese",Brookefield,Whitefield,Good
315,Amontron,Casual Dining,3.9,435,650.0,yes,no,Bengali,Bannerghatta Road,Btm,Good
316,Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,yes,yes,"Cafe, Desserts, Continental",Hsr,Hsr,Very Good
317,Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
318,Amrit,Food Court,3.4,24,600.0,no,no,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",Jp Nagar,Good
319,Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,yes,no,Mithai,New Bel Road,Jalahalli,Good
320,Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,no,no,Ice Cream,Malleshwaram,Malleshwaram,Very Good
321,Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,yes,no,North Indian,Indiranagar,Ulsoor,Good
322,Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar,Very Good
323,Amrut,Quick Bites,3.5,250,300.0,yes,no,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram,Good
324,Amruta,Casual Dining,3.8,20,600.0,no,no,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,Good
325,Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,no,no,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,Good
326,Amrutha Foods,Quick Bites,2.8,40,300.0,no,no,South Indian,Marathahalli,Old Airport Road,Average
327,Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,yes,no,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road,Good
328,Amrutha Mess,Quick Bites,3.4,5,300.0,no,no,Kerala,"Byresandra,Tavarekere,Madiwala",Btm,Good
329,Amrutha Sweets,Quick Bites,3.5,13,200.0,no,no,"Street Food, Mithai",Koramangala 4Th Block,Ejipura,Good
330,Am'S Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,yes,no,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Good
331,Amul Ice Cream,Dessert Parlor,2.8,40,100.0,yes,no,"Desserts, Ice Cream",Hsr,Hsr,Average
332,An Egg Story,Cafe,4.0,241,600.0,no,no,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar,Very Good
333,Anamika Roll Centre,Quick Bites,3.2,4,300.0,no,no,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden,Good
334,Anand Donne Biriyani,Quick Bites,3.6,45,200.0,yes,no,Biryani,Banashankari,Jayanagar,Good
335,Anand Sagar Inn,Casual Dining,3.2,6,450.0,no,no,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi,Good
336,Anand Sweets And Savouries,Quick Bites,4.0,99,400.0,yes,no,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,Very Good
337,Anand Vihar,Quick Bites,2.5,58,400.0,no,no,"North Indian, Chinese",Frazer Town,Rt Nagar,Average
338,Anda Ka Funda,Quick Bites,3.1,14,300.0,yes,no,"North Indian, Chinese",Jp Nagar,Jayanagar,Good
339,Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,yes,no,Fast Food,New Bel Road,Yeshwantpur,Good
340,Andal Mess,Mess,3.1,22,300.0,yes,no,"Biryani, South Indian, North Indian",Koramangala 4Th Block,Domlur,Good
341,Ande Ka Funda,Quick Bites,2.8,60,250.0,no,no,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Btm,Average
342,Andhra Amigos,Casual Dining,3.6,81,350.0,yes,no,"Andhra, North Indian, Biryani",Electronic City,Electronic City,Good
343,Andhra Bhojanam,Casual Dining,3.6,21,600.0,no,no,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,Good
344,Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,yes,no,"Biryani, Andhra",Kalyan Nagar,Nagawara,Average
345,Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,yes,no,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,Good
346,Andhra Biryanis,Casual Dining,4.0,108,700.0,yes,no,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Very Good
347,Andhra Box,Quick Bites,3.2,4,400.0,no,no,"Andhra, Biryani, Chinese",Brookefield,Marathahalli,Good
348,Andhra Central,Food Court,3.1,13,400.0,yes,no,Andhra,Brookefield,Marathahalli,Good
349,Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,no,no,"Andhra, South Indian, Chettinad",Electronic City,Electronic City,Good
350,Andhra Express,"Takeaway, Delivery",3.7,19,300.0,yes,no,"Andhra, Biryani, North Indian, Beverages",Marathahalli,Cv Raman Nagar,Good
351,Andhra Food Cafe (Afc),Quick Bites,3.3,46,250.0,yes,no,"Andhra, North Indian, South Indian",Electronic City,Electronic City,Good
352,Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,yes,no,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Average
353,Andhra Grills,Casual Dining,3.0,55,800.0,no,no,"Andhra, North Indian, Biryani",Bannerghatta Road,Jp Nagar,Good
354,Andhra Kafe,Casual Dining,3.8,241,550.0,yes,no,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield,Good
355,Andhra Kitchen,Quick Bites,3.9,45,400.0,yes,no,Andhra,Electronic City,Electronic City,Good
356,Andhra Mess,Mess,2.8,17,400.0,yes,no,"Andhra, Biryani, Chinese",Brookefield,Brookefield,Average
357,Andhra Paris,Quick Bites,3.2,5,250.0,yes,no,Andhra,Bellandur,Sarjapur Road,Good
358,Andhra Ruchi'S Restaurant,Delivery,3.1,72,500.0,yes,no,"Andhra, North Indian, Biryani",Whitefield,Whitefield,Good
359,Andhra Ruchulu,Casual Dining,4.2,1428,800.0,yes,yes,"Andhra, North Indian",Bannerghatta Road,Jp Nagar,Very Good
360,Andhra Spice,Casual Dining,2.8,40,600.0,no,no,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road,Average
361,Andhra Spice Mess,Quick Bites,3.4,9,250.0,yes,no,"Andhra, Biryani, North Indian, Chinese",New Bel Road,New Bel Road,Good
362,Andhra Spices,Quick Bites,3.2,4,400.0,no,no,"Andhra, Chinese, South Indian",Whitefield,Brookefield,Good
363,Andhra Spicy,Quick Bites,3.5,11,400.0,no,no,"Andhra, Biryani",Bellandur,Bellandur,Good
364,Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,yes,no,"Andhra, Biryani",Electronic City,Electronic City,Good
365,Andhra Spicy Inn,Quick Bites,2.8,40,450.0,yes,no,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara,Average
366,Andhra Star Biryani,Quick Bites,3.2,6,200.0,no,no,Biryani,Marathahalli,Brookefield,Good
367,Andhra Vantakam,Casual Dining,3.9,317,800.0,yes,no,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar,Good
368,Andhra Vantillu,Quick Bites,3.3,4,350.0,no,no,"South Indian, North Indian",Hsr,Hsr,Good
369,Andhra Vilaas,Quick Bites,3.7,52,350.0,yes,no,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road,Good
370,Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,yes,no,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli,Good
371,Andy'S CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300.0,no,no,"Cafe, Beverages, Fast Food",New Bel Road,New Bel Road,Good
372,Angaar Biriyani,Quick Bites,3.7,92,400.0,yes,no,"Biryani, Chinese, Fast Food",Whitefield,Whitefield,Good
373,Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,no,no,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,Hbr Layout,Good
374,Angel Mess,Quick Bites,3.5,17,200.0,no,no,South Indian,Marathahalli,Kaggadasapura,Good
375,Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,no,no,South Indian,Indiranagar,Jeevan Bhima Nagar,Good
376,Angel Restaurant,Quick Bites,2.8,165,450.0,yes,no,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,Average
377,Angel'S Kitchen,Quick Bites,3.5,10,300.0,no,no,Kerala,Whitefield,Whitefield,Good
378,Angiie'S Cafe,Quick Bites,3.7,29,450.0,yes,no,"Burger, Fast Food",Bellandur,Sarjapur Road,Good
379,Anika'S India Kitchen,Delivery,3.3,5,250.0,yes,no,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,Good
380,Aniram'S,Delivery,4.1,739,500.0,yes,no,"Chinese, North Indian",Bannerghatta Road,Jp Nagar,Very Good
381,Anjappaar,Casual Dining,3.9,96,650.0,no,no,"Chettinad, South Indian",Marathahalli,Marathahalli,Good
382,Anjappar,Casual Dining,2.7,40,650.0,no,no,"Chettinad, South Indian",Jayanagar,Jp Nagar,Average
383,Anju'S Cafe,Cafe,3.4,6,600.0,no,no,"Cafe, North Indian",Bannerghatta Road,Jp Nagar,Good
384,Anna Kuteera,Casual Dining,3.8,62,400.0,no,no,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road,Good
385,Annabell,"Quick Bites, Beverage Shop",4.0,264,700.0,yes,no,"Continental, Beverages",Indiranagar,Indiranagar,Very Good
386,Annalakshmi,Casual Dining,3.5,28,700.0,no,no,"Andhra, Chettinad",Bellandur,Bellandur,Good
387,Annapoorani,Casual Dining,3.9,434,400.0,no,no,South Indian,Indiranagar,Indiranagar,Good
388,Annapoorni Grand,Casual Dining,3.9,82,450.0,no,no,"Chinese, South Indian, North Indian",Lavelle Road,Majestic,Good
389,Annappa'S Naati Mane,Quick Bites,3.5,73,400.0,no,no,"South Indian, Chinese",Rajajinagar,Rajajinagar,Good
390,Annapurna Andhra Hotel,Quick Bites,3.3,5,400.0,yes,no,"Mughlai, Chinese, North Indian",Electronic City,Electronic City,Good
391,Annapurna Bengali Restaurant,Casual Dining,3.9,50,500.0,no,no,Bengali,Brookefield,Whitefield,Good
